[ 2025-01-09 16:23:24,907 ] 97 werkzeug - WARNING -  * Debugger is active!
[ 2025-01-09 16:23:24,912 ] 97 werkzeug - INFO -  * Debugger PIN: 368-050-414
[ 2025-01-09 16:24:04,501 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__init__.py', reloading
[ 2025-01-09 16:24:04,503 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__init__.py', reloading
[ 2025-01-09 16:24:04,505 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__init__.py', reloading
[ 2025-01-09 16:24:04,506 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\__init__.py', reloading
[ 2025-01-09 16:24:04,507 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\backend\\__init__.py', reloading
[ 2025-01-09 16:24:04,509 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\__init__.py', reloading
[ 2025-01-09 16:24:04,509 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\__init__.py', reloading
[ 2025-01-09 16:24:04,511 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\backend\\__init__.py', reloading
[ 2025-01-09 16:24:04,512 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\backend\\__init__.py', reloading
[ 2025-01-09 16:24:04,513 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\backend\\__init__.py', reloading
[ 2025-01-09 16:24:04,515 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\layers\\__init__.py', reloading
[ 2025-01-09 16:24:04,516 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\layers\\__init__.py', reloading
[ 2025-01-09 16:24:04,516 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\layers\\__init__.py', reloading
[ 2025-01-09 16:24:04,521 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\losses\\__init__.py', reloading
[ 2025-01-09 16:24:04,521 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\losses\\__init__.py', reloading
[ 2025-01-09 16:24:04,524 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\losses\\__init__.py', reloading
[ 2025-01-09 16:24:04,525 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\models\\__init__.py', reloading
[ 2025-01-09 16:24:04,526 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\models\\__init__.py', reloading
[ 2025-01-09 16:24:04,527 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\models\\__init__.py', reloading
[ 2025-01-09 16:24:04,528 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\optimizers\\__init__.py', reloading
[ 2025-01-09 16:24:04,530 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\optimizers\\__init__.py', reloading
[ 2025-01-09 16:24:04,530 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\optimizers\\__init__.py', reloading
[ 2025-01-09 16:24:04,531 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\utils\\__init__.py', reloading
[ 2025-01-09 16:24:04,533 ] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\ARUN KUMAR\\Desktop\\Lib\\site-packages\\tf_keras\\__internal__\\utils\\__init__.py', reloading
